sentimen,tweet,labels
positif,partai demokrasi indonesia juang punya karisma sendiri lindung ayom tegak adil berantas korupsi utama penting umum memjunjung tinggi idiologipancasila undang undang dasar negara satu republik indonesia harga mati bangun demokrasi yang rata adil adil dukung sepenuh bapak jokowi amin,2
negatif,salah arah ekonomi yang akibat jadi deindustrialisasi adalah salah semua pihak masuk presidenpresiden belum jokowi lah ekonomi indonesia masa pak jokowi baikbaik saja itu malah ngehoaks dengan salah presiden dahulu,0
netral,game bagus buat ekonomi tidak bagus buat kejiawaan,1
negatif,mungkin pak jokowi waktu kuliah di ugm ajar ekonomi pernyungsepan jadi dia terap saat jadi presiden nyata bukti nyungsepnya,0
netral,esport memang bisnis besar tapi kamu perhati juga negara developer game esport itu rata pondasi ekonomi rakyat negara sudah bagusdan banyak dari mereka enggak terlalu butuh dukung perintah sudah bisa besar diri contoh prc taiwan singapura dan lain lain,1
negatif,wkwk kasihan banget sih kamu biar pilih janjiin dulu tidak gaji lagi paksa banget,0
positif,indah nya ketika ke tempat gandeng tangan sangat harga yang sepuh tapi sayang nya maju sendiri sedih tiang sepuh begitu,2
positif,pikir masih batas micro belum mampu pikir yang macro ketika anjak ke macro dia harus jual berapa saham nya dari pada harus habis saham makanya om sandi tetap di kelas micro saja jadi belum bisa tanding ilmu ekonomi nya pak jokowi,2
positif,kalau harga pangan akan turun harga oleh petaninelayanpeternak akan bangkrutkrn biaya produksi lebih tinggi daripada harga jualayo petanipeternaknelayan dllpilih jokowi amin harga stabil dan terjangkaureal price,2
netral,prabowo janji kalau jadi presiden tidak akan ambil gaji dia mau contoh akhlak karyawannya di pt kiani yang sudah bertahuntahun tidak ambil gaji juga,1
positif,kartu pra kerja cara tidak langsung jokowi aku lowong kerja memang sulit kartu sembako murah juga karena jokowi sadar harga pangan pada naik haha,2
positif,insyaallah ke depan tani lebih sejahtera sebab jokowi sudah sedia segala infastruktur irigasi dan embong seluruh tanah air dan bisa tekan impor beras lama era jokowi harga beras sudah stabil harga bawah harga atas belum ada dalam sejarah bangsa ini,2
positif,pak probowo tidak masalah dengan itu semua tapi masalah ekonomi masalah sejahtera itu anggap lebih penting dia telah pihak kepada rakyat mesti kamu bangga dan ikut pilih pak prabowo,2
negatif,prabowo minta kita untuk contoh negara cina tapi dukung goreng isu anti asing sandiwarauno pandang ekonomi makro surat pemberitahuan tahun ekonomi ibu siska ibu cicih ibu dedeh harus stresss dia kak emma,0
netral,ini beda visi misi ekonomi jokowimaruf dan prabowosandi,1
negatif,harga diri kampret cuma batas kaos rela panas macet demi bisa hadir dan foto di kampanye jokowi pernah tidak kita lihat ada cebong hadir dan foto di kampanye prabowo never,0
positif,ini baru mantap kita butuh pimpin yang sudah selesai dengan diri sendiri mereka dua sudah mapan tajir melintir tidak butuh gaji,2
negatif,jangan percaya dengan janji calon pimpin yang tidak akan ambil gajikrn gaji sekarang tidak diambiltp dengan cara transfer ke rekeningayo pilih yang menang jokowi amin,0
netral,daftar janji prabowosandi gaji pegawai negeri sipil hingga diri komisi berantas korupsi daerah,1
netral,bpn prabowosandi akan bangun juta rumah untuk pulih ekonomi antara news,1
positif,pak jokowi sudah usaha agar ekonomi kita maju rakyat sejahtera dengan ada dana desa pak probowo dan pak sandi hanya teori saja belum bisa terjun langsung lapang calon presiden dan calon wakil presiden dari partai partai dukung mana,2
negatif,tolong jelas kalau sim dan stnk umur hidup pajak dan hasil negara oleh dari mana ya pak,0
positif,dengan niat yang tulus kami rawan di daerah siap menang jokowiamin dan jadi momen di bagai tragedi yang paling harga bagi bangsa dan negara,2
positif,jika prabowo dan sandiaga jadi presiden dan wakil presiden mereka akan beri gaji mereka kepada kaum dhuafa jika gaji mereka gabung dalam bulan mereka akan sedekah besar hampir juta bulan atau miliar tahun berapa banyak dhuafa yang bantu,2
negatif,saya dengar keluh kesah bapak supardi di cilebut beliau keluh harga tiket jakarta yang mahal namun itu bukan salah pak jokowi itu salah presidenpresiden belum,0
negatif,bang dari gdp yang hitung jokowi tentang terima pajak apa benar t,0
positif,mbak ini ekonomi yang topik jokowi pas itu ekonomi makro yang bahas sudah derivatif tiga sudah rata laju inflasi uang bukan sekadar rakyat bisa beli spp atau tidak kalau pikir cuma sandang pangan papan indonesia kapan maju,2
negatif,tetapi kata pak prabowo salah ekonomi bukan pada jokowi tetapi salah presiden ssbelum jokowi siapa ya presiden belum jokowi yang di maksud prabowo pikir keras,0
netral,direktur riset smrc den irvani kata hasil survei juga temu beberapa faktor yang pengaruh elektabilitas jokowi antara lain kerja jokowi kualitas personal jokowi kondisi ekonomi dan aman,1
positif,prabowo sandi siap kerja abdi pada rakyat ini bukti beliau tidak akan terima gaji rupiah,2
negatif,susun sendi ekonomi itu dari yang kecil dulu mikro jangan bicara makro bangun jorjoran infastuktur tanpa peduli usaha mikro sama saja bohong ujung nya impor dan ini yang tidak laku jokowi lama tahun,0
positif,kenapa jokowi berani naik anggar infra besar karena anggar subsidi energi turun besar juga harga minyak dunia sedang turun saat jokowi pimpin saat yang tepat buat tidak manja rakyat tanpa anggar subsidi energi yang turun jokowi mustahil bisa naik anggar infra,2
negatif,prabowo itu aku nasionalis tapi salah kaprah bicara gede mau korban jiwa raga segala tapi lama ini dia sendiri diam di rumah mewah dengan kudakuda mahal punya karyawan yang gaji tidak bayar patriot ndasmulah,0
netral,sandi tempat mungut suara tusuk prabowo sandi dan tidak akan ambil gaji serupiahpundi dunia cuma ada kepala negara yang tidak mau di gajiprabowosandi yang ke dan satu di asia tenggara,1
negatif,partai adil sejahtera mau bebasin pajak kendara tapi calon presiden nya ingin naik tax ratio pajak mana yang bakal korban untuk tutup bebas pajak kendara,0
negatif,mebeeel piyeeee pak sepiii raaa prabowo menang mebel mebel semua dagang mebeel rameee dagangane ekonomine apik orang do tukuu penak dodol mebel jaman jokowi ngeluu siraah jaman susilo bambang yudhoyono jooss gandooss,0
netral,sandi janji tak ambil gaji prabowo kita ingin abdi pictwittercomdbppahzb,1
netral,menang pilih presiden prabowosandi janji tak ambil gaji,1
negatif,prabowo bahas ekonomi negara eh sih jae malah bahas mobil legend suka sedih aku itu,0
negatif,exactly the sama keluarga juga bilang gaji tidak bakal di naik lagi buat pegawai negeri sipil kalau jokowi lagi sungguh mereka cuma pikir diri sendiri dan hidup mereka tanpa pikir bahwa di indonesia bukan cuma ada pegawai negeri sipil lalu pakai kata kata rakyat indonesia,0
negatif,ekonomi hancur gara presiden dahulu bukan salah pak pak pictwittercomvikbqumvb,0
positif,jika negara pimpin oleh orang yang ahli strategi tahan militer sanding dengan ahli ekonomi insya allahakan wujud negara yang daulat adil dan makmur,2
negatif,pantas saja dia bilang dia tidak mau ambil gaji nyata buat lunasin ini itu sama amang bagak do hatamiasa unang sakit rakyat na mamillit oh salam waras sama sian au jokowi periode,0
negatif,minblgin pakde mu makanya baca buku yang bermanfaatjgn main game mobile legend saja tidak geli kamu smalam dengar dia beri kuliah ekonomi makro gasal,0
negatif,lama tahun pak jokowi presiden tidak laku tekan yang cukup keras me menteri ekonomi utama sri mulianimestinya tanya menteri kenapa banyak bangun infrastruktur triliun uang dibenamkantapi tumbuh hanya saya bisa jawab,0
negatif,anak candu game kok yang salah perintah yang salah harus siapa ayo konteks pak jokowi bukan candu game tapi mau majuin ekonomi sekarang buanyaakk banget alternatif bidang usaha harus walaupun sudah emak paham konteks dan wawas tetap jaga ya bu,0
netral,di dunia cuma ada yang tidak di gaji jadi kepala negara dan yang ke prabowosandi,1
netral,ekonomi makro dan mikro jokowi pictwittercomwwmldvc,1
netral,prabowo sebut ekonomi indonesia salah arah salah presiden dahulu pictwittercombvgqilidvt,1
negatif,bagaimana turut anda kait nyata prabowo yang bilang indonesia harus contoh ekonomi di cina bagaimana analisis underwhat conditionnya terus empirical mechanismnya bagaimana temporal location bagaiamanamohon jawab ya siapa tau keluar pas uji akhir semester wkwk,0
negatif,iya itu tetapi yang lucu cerita ekonomi makro dan mikro eh pak prabowo tidak ngertu sama sekali bang sandi erti tetapi yang di contohin tetap emak,0
netral,prabowosandi jika pilih gaji tidak akan di ambil tapi akan di sumbang ke kaum duafa,1
positif,kami para main mobile legend dan pubg indonesia dukung penuh pak jokowi jadi presiden esport karena hanya bapak yang peduli pada nasib kami mudah mudah harga diamond uc jadi murah jangkau oleh,2
negatif,om prabowo sebut salah arah ekonomi indonesia tidak semata salah tetapi juga presidenpresiden belum wah kacau,0
negatif,the real duo plonga plongo urus negara mau pakai ekonomi mikro kelas rumah tangga makanya mandala airlines bangkrut pabrik kertas di rau bangkrut juga,0
positif,jokowi optimis indonesia masuk empat besar ekonomi dunia pada pictwittercomalpgalrs,2
negatif,pak jelas apa yang telah calon presiden papar dalam soal uang dan investasi itu sangat bahaya dan sangat di luar nalar yang akan akibat shock ekonomi tentu kita tidak ingin hal itu jadi,0
netral,pak prabowo dalam debat kata orientasi ekonomi indonesia tidak ada di jalur yang benar akibat ulah presiden belum pak jokowi tidak salah tidak salah,1
netral,dalam debat om prabowo nilai gagal ekonomi saat ini bukan hanya jadi tanggung jawab calon presiden tahan wah kacau,1
netral,harga tiket pesawat yang tinggitelah urung banyak niat orang laku coblos mana daftar bagai pemilihartinya hak suara mereka hilang karena tidak mampu beli tiket pesawatsementara tidak bisa lalu jalan darat,1
negatif,kata prabowo salah arah ekonomi yang akibat jadi deindustrialisasi adalah salah semua pihak masuk presiden belum lah ekonomi indonesia masa pak baikbaik saja itu malah ngehoaks dengan salah presiden dahulu pictwittercomzsdmjuly,0
negatif,bapak sumantri dari senayan curhat sama saya jaman belum jokowi presiden harga piama drive cuma ribu sekarang jadi ribu,0
negatif,pak sandi mohon catat pak keluh saya ponidibiar beso bapak bisa sampai di pidato atau mana saya keluh di rejim ini harga kok naik naik terus dan dian untuk tipe tentu kok kosong terus pak dengar keluh pak ponidi dan teman indonesia,0
netral,nyata ini lemah prabowo dan sandi tak sangka warta ekonomi,1
negatif,haean kami iba susilo bambang yudhoyono tidak di harga oleh prabowokami rakyat saja begitu harga beliau karena telah pimpin bangsa ini lama tahun tentu banyak hal yang sudah di laku hadap bangsa initak akan ada anak buah yang tidak marah jika bosny,0
netral,usaha puji kerja ekonomi di era jokowi,1
netral,prabowo dalam debat kata orientasi ekonomi indonesia tidak ada di jalur yang benar akibat ulah presiden belum pak,1
negatif,gaji kecil gadiambil tetapi tunjang milyaranbln ambil kan munafik jadi pres bisa kkn monopoli markup kamu lunasin utng petusahaan oi rugi t uno saratoga rugi t urus usaha saja rugi nanti urus tawar punah pictwittercomsmpvuljde,0
positif,sudah bukti di wakil gubernur daerah khusus ibukota gaji tidak ambil memang debat jual bakso anak angkat saham games juga angkat memang rakyat kenyang main games kocak betul kelas presiden,2
negatif,jadi bung ekonomi indonesia hancur itu ulah susilo bambang yudhoyono ya bukan jokowi susilo bambang yudhoyono dua periode tidak mampu buat rakyat sejahtera ekonomi bobrokitu kata pak prabowo yang dismpaiknnya penuh semgat,0
netral,ketua tkn erick thohir sayang nyata calon oposisi om prabowo yang salah para presiden belum jokowi soal ekonomi negara wah kacau,1
positif,gaji prabowo dan sandi akan sumbang ini pimpin,2
negatif,ketika petinggi partai demokrat terima nyata hina prabowo hadap susilo bambang yudhoyono itu tanda susilo bambang yudhoyono sudah tidak di harga oleh kader dan marwah partai demokrat jatuh sungkur dan cedera juang demokrat,0
netral,jokowiprabowo takut blunder masalah ekonomi tak kupas,1
positif,saya paham maksuf pak dia tidak maksud untuk serang pak dia hanya sampai bahwa strategi ekonomi harus ubah dari sistem lama masa susilo bambang yudhoyono tumbuh bagus itu lebih diaebabkan susilo bambang yudhoyono py posisi kuat cara politik sehingga keepmimpinannya masih efektif dan stabil,2
netral,kalau pilih prabowosandi tidak akan pernah ambil gaji via,1
positif,apa bisa dengar lae poltak kan kuping sudah di potong uups janji palsu debat malam bukti yang cerdas dan ikhlas untuk negara ini siapa prabowo sandi kalau pilih gaji buat rakyat,2
negatif,naik gaji kalian rapel besok cuma naik itu hanya sekali lama tahun rezim dungu kuasa sementara akumulasi inflasi lama tahun itu jadi naik gaji kalian masih tekor demikian info dari jeng sri,0
positif,haha kuliah pakde ekonomi makro,2
positif,sudah harus kok malah lebih dahulu aku ya putus pilih jokowi dengan orang yang tahu banyak tentang ekonomi indonesia,2
negatif,im just pergi express my confussion sige kenapa is jokowi kekeuh that prabowo and sandi tidak erti macro micro ekonomi when sandi sudah kecimpung di dunia ekonomi all his life masih bingung banget,0
netral,bila menang pilih presiden prabowosandi janji tidak ambil gaji via warganet,1
netral,video jokowi sebut nilai ekonomi gamers capai bas triliun,1
netral,bila menang pilih presiden prabowosandi janji tidak ambil gaji via,1
netral,badan usaha milik negara kuat bagai benteng ekonomi tusuk prabowo sandi,1
netral,hal yang sama guna senjata dukung pasang calon serang nawacita presiden jokowi framing beliau ingkar janji abai obyektivitas berat tekan ekonomi dunia yang tidak kondusif,1
negatif,aneh kelas fadlin zon kayak emak yang tidak ada kerja mulut nya leeemeess dukung pilih boleh saja tapi tidak begitu juga kali jadi apa di komen wakil rakyat nya saja tidak bisa contoh kepada rakyat untuk bisa harga pimpin negara nya,0
netral,pak boleh ya pak nanti bagi gaji bapak donasi ke saya buat terus sekolah lagi,1
netral,yang jadi pokok penting dari tanya pak jokowi itu industri ekonomi digital esport seperti mobile legend hanya contoh dalam industri ekonomi digital,1
positif,kreatip nian tani kita buat bapak jangan cuma turun harga sembako tapi tingkat dapat tani bagai produsen saya yakin bapak punya rumus kami tani siap memdukung swasembada pangan,2
netral,nyata calon presiden bahwa salah ekonomi di indonesia saat ini jadi bukan semata karena salah calon presiden tahan jokowi tetapi salah presiden belum buat banyak orang kejut karena olah juga pictwittercomypxboeglp,1
negatif,wah bisa dimasalahin sama kampret nih tetapi enggak tau juga nih wkwk prabowo ingin tumbuh ekonomi digit fadli zon itu sulit tapi,0
netral,telah prabowo pilih jadi presiden laku audit seluruh kepada atas seluruh wajib kepada indonesia masuk seluruh wajib paja,1
negatif,malam tiap jae omong tentang ekonomi prabowo sandi cuma senyum simpulitu tanda apa om,0
positif,pertama dalam sejarah indonesia presiden dan wakil presiden tidak ambil gaji malah serah pada negara dan mungkin ini yang pertama di dunia yang dua tidak ambil gaji barokallah dan moga amanah demi masa depan negara,2
positif,yang hormat pak prabowo dan pak sandy hari hati kami ketika bapak komitmen tidak ambil gaji jika pilih nanti moga allah jadi bapak dua pimpin umat pimpin bangsa yang amanah amin,2
positif,kalau niat mau maju kembang lokal itu bagus dana riset dan kembang game mereka bisa mulai dari game android itu baru bisa kembang ekonomi seperti digital happynes dengan dreadout atau touchten dengan game androidnya dan game mereka bukan game e sport,2
positif,allah subhanahu wa taala sudah begitu baik kepada prabowo sandi masyarakat indonesia telah beri ruang luas luasna kami brkomitmen dua untuk kami tidak akan ambil gaji rupiah pun jika kami mendptkan amanah ini kami akan mberikannya kepada negara kaum yatim kaum duafa,2
negatif,jokowi tanya ekonomi digital tidak penting wadooowwwwww,0
negatif,pakta integritas oi pulang nb brizik jadi menteri agama khilafah bebas ulama kriminal hpl pasal tetapi gaji gadiambil tetapi tunjang milyaranbln ambil munafik pictwittercomzdlyaqiv,0
negatif,banding balik sama fakta bahwa prabowo sama sandi terima sumbang dari rakyat untuk kampanye apa tidak malu dengan komen mereka yang tidak mau terima gaji tapi untuk kampanye saja mereka harap sumbang dari rakyat,0
positif,mereka cuma minta jelas gaji mereka tahun akhir ke prabowokarna bagai milik usaha skrngklo usaha sebut milik asingg sudah pecat semua itu buruh ganti tkalebih parah lagi nantinyaamakanyaa prabowo nyelametin usaha sebut demi indonesiaaaa,2
positif,cebong cebong masalah pidato prabowo salah kita semua tentang arah ekonomi goreng terus koalisi adil makmur itu negarawan semua pola pikir maju ke depan kalau memang ada yang salah dari dulu ya harus baik bukan terus,2
netral,tutup debat prabowo sindir jokowi soal dana desa sandiaga janji tak ambil gaji pictwittercomrldqqfbm,1
negatif,dengar itu pak jaenanti gaji dari pak prabowo dan sandiaga tidak akan ambil serah kepada fakir miskin dan orang yang tidak mampu tidak kayak kamu kaya nya tambah banyak,0
netral,prabowosandi kami komit tidak ambil gaji allah subhanahu wa taala begitu baik kepada prabowosandi indonesia beri luas kepada kami kami komit tidak ambil gaji kami akan setor kepada negara pictwittercomfstusgwkc,1
netral,jokowi jago kawasan khusus ekonomi pariwisata pictwittercomlorpwihsb,1
netral,jokowi memantabkan ekonomi prabowo salah masa lalu pictwittercomeigtaxrh,1
negatif,benar tidak akan ambil gaji sumpah pocong dulu belum janji bagaimana,0
negatif,tidak masuk otak kamu pak jokowi tanya ekonomi digital di bidang e sport putar uang besar hadiah e sport bisa di atas sama lebih perintah mau mungut pajak dari situ kalau tonton debat itu perhati bos,0
negatif,tema debat malam itu tentang ekonomi kenapa pasang calon lenceng tanya rakyat butuh bukan main game apa main game gratis,0
negatif,siap inflasi ekonomi kalau semua bahan dimurahin kira bahan dimurahin adalah jawab yang tepat,0
negatif,gaji boleh tidak ambil tetapi nanti semua usaha pribadi untungny kali lipat mau bikin apa di mudahin ala orde baru kali ya keluarga jadi kayak melintir,0
netral,erizeli jely bandaro admin harus beda sikap dalam debat kaji dari debat calon presiden apa yang maksud jokowi dengan istilah makro makro itu adalah bijak ekonomi makro atau makroekonomi yang liat,1
negatif,dalam debat laku salah fatal harus juga bilang bahwa harga listrik indonesia adalah salah satu yang murah di dunia ingat bahwa yang tonton acara debat adalah juga rakyat yang wawas sedikit mereka pasti simpati ke sandi,0
netral,junjung tahu ekonomi makro main mobile legend deh,1
netral,gaji tidak di ambil tetapi yang di ambil uang negara dan masyarakat,1
negatif,info nih play station bilang debat ada ekonomi indonesia saat ini bukan salah tetapi salah pimpin dahulu jadi untuk gemar jangan salah jokowi lagi ya,0
positif,pulang dari lihat tampil bapak dan aduh senang banget tidak ambil gaji begitu masyaalloh,2
netral,empat kritik prabowo soal ekonomi hadap jokowi di debat lima,1
positif,betul bu jadi salah ibu yang pada malas urus anak ya bukan karena tidak mampu cara ekonomi arti salah persepsi nih anies dan pak prabowo,2
positif,closing yang cetar bahana mau cari kerja gampang mau perintah bersih mau hargaharga bahan pokok jangkau mau harga listrik turun mau badan selenggara jamin sosial baik ayo ke tempat mungut suara tusuk prabowo sandi pictwittercomgjbatwvd,2
netral,prabowo sandi pasang militer dan ekonomi sesuai butuh bangsa untuk saat ini dan depan,1
positif,info nih makin mantap pilih ketika pasang calon bahas ekonomi makro cara global pasang calon jawab seperti anak bayi yang enggak erti apa,2
positif,maksud p jokowi bagus ingin kembang ekonomi digital masuk game maksud p prbwo juga bagus ingin mngembngkn e sport tapi fokus p prbowo ingin prbaiki dulu hal mndasar seperti pangan untuk seluruh rakyat masuk para gamers yang nikmat game kan hanya sglntir tetapi pangan untuk semua rakyat,2
positif,calon presiden bilang debat ada ekonomi indonesia saat ini bukan salah tapi salah pimpin dahulu jadi untuk gemar jangan salah pak lagi ya karena bos sudah bilang itu bukan salah tapi,2
negatif,mau apa juga gaji yang cuma beberapa juta itu tetapi kalau tunjang jabat yang atus juta pasti ambil yaaakan,0
netral,prabowosandi janji tak ambil gaji jika pilih,1
positif,clossing nyata prabowosandi subhanallah tidak akan ambil gaji rupiah gaji akan beri kepada kaum dhuafa yatim piatu subhanallah laksana pakta integritas hasil itjima ulama masya allah allahu akbar pictwittercomytghyrkiao,2
positif,iya saya akan pilih calon presiden dan calon wakil presiden yang enggak akan ambil gaji satu rupiah pun april ke tempat mungut suara ayo tusuk prabowo sandi pictwittercomkoylqtq,2
positif,iya lah tidak ambil gajiyg ambil ajudan nyawkwkm,2
netral,ekonomi salah arah prabowo salah presidenpresiden belum jokowi,1
positif,alhamdulillahsmoga laksana cita amin janji tak ambil gaji jika menang pilpresprabowobukti kita tulus pictwittercomhnhvggvtd,2
positif,jika pilih prabowosandiaga janji tak ambil gaji tidak ada yang kayak begini di tetangga belah mantap betul bang,2
positif,tuju pak nomer satu adalah satu bangsa urus presiden nomer dua saja negara satu republik indonesia harga mati merdeka,2
positif,tuju bang sandi memang paham betul soal ekonomi pak prabowo paham betul masalah tahan dan aman pas pokok,2
netral,pak jokowi malam tanya soal esport benar arah mau ke kembang investasi ekonomi digital tapi jawab dengan butuh pangan,1
netral,mungkin nanti kalau pak jokowi pilih lagi alangkah lebih baik menajdikan pasang calon jadi menteri ekonomi jadi indonesia makin maju tos dulu dong gue sudah cocok jadi presiden belum,1
negatif,enggak terima gaji tapi ngeruk yang lain,0
negatif,itu hebat orang prabowo dan tim ekonomi yang selalu pikir mundur belakang lain dengan p jokowi dan tim ekonomi yang pikir kedpn demi masa depan generasi yang akan datang tim ekonom prabowo hanya pikir bagaimana senang rakyat dengan subsidi yang sifat sementara,0
positif,isu sedang bahas saat pak jokowi jelas kalau tumbuh ekonomi tidak arti kalau timpang tidak perhati,2
negatif,sumber uang jelas dan jumlah cuma milyar banding prabowo genderuwo yang triliun dari mana prajurit yang makan dari gaji negara bisa kumpul duit begitu,0
netral,pajak income naik pajak kendara naik pbb naik pajak usaha naik,1
negatif,insinyur hutan mau ngajari usaha besar yang doktor dan mbak tentang ekonomi makro yang waras siapa tanggal datang tempat mungut suara tusuk prabowo sandi,0
positif,belum ada calon presiden dan calon wakil presiden mau buat janji tidak akan terima gaji lama jabat yang sudah high definition presiden saja belum pernah dengar cek akal sehat prabowosandi tak mau gaji berapa gaji presiden sekarang,2
negatif,insinyur hutan benar tidak sih mau ngajari usaha besar yang doktor dan mbak tentang ekonomi makro yang waras siapa tanggal datang tempat mungut suara tusuk prabowo sandi,0
negatif,pilih pimpin yang abdi bukan seperti jokowi emis gaji pictwittercomfptpoigqk,0
negatif,lah itu naik pesawat sewa hotel bisa terus ekonomi indonesia mana yang darurat,0
positif,bapak pasti menangsayang ingin menang bapak terlalu besar sehingga bagai macam cara laku oleh orang bpksehingga saat ini anak bangsa pecah dan saling benci dan luka ini sulit sembuhspt aremania lawan bonekhargailah orang yang maju untuk jadi calon calon wakil presiden,2
positif,even umur hidup pun mereka tidak akan pernah terima apalagi ambil gaji dari negara karena tidak pernah cicip jadi presiden negara satu republik indonesia dasar undang undang calon presiden abadi tidak gaji oleh negara,2
netral,cek fakta prabowo sebut banyak aset warga negara indonesia di luar negeri ini data direktorat jenderal pajak pictwittercomjwqqvgbay,1
negatif,di tanya tentang esport jawab tentang tani dan ekonomi benar prabowo ini kuliah di universitas mana sih tanya sama jawab tidak sambung amatklenger apa keblinger,0
netral,itu tendang penalti prabowo pokok fokus pada pangangizi murahharga jangkau tani bagai produk unggul negara bahas millenialegp e support jika hanya sok esupport harus afiliasi dengan produk unggul bukan cetakcetek gadget id,1
netral,kalau prinsip turun harga harus bisa naik dapat itu ekonomi equilibrium imbang tidak mudah itu pakai logika kita pikir damai selalu,1
netral,kalau ekonomi tidak tumbuh anda gagal buat ekonomi lebih baik perata ekonomi itu impact nya ke tumbuh ekonomi kalau perata ekonomi tidak berimpact pada tumbuh ekonomi ya itu gagal nama,1
negatif,memang gue pikir gue cuma pikir jadi presiden soal kerja itu sih tidak masalah rakyat indonesia sih akan diam saja mbok susilo bambang yudhoyono saja tidur mulu bisa tahun lah pak jokowi kerja keras malah tidak harga lebih baik tidur deh makanya prabowo tidak usah pilih tau,0
netral,seperti ml pubg dan dota lebih bisa maju ekonomi dan sekaligus tingkat sejahtera rakyat ya pak,1
netral,lah nalar juga di mana yang bahas tentang ekonomi makro tetapi malah bicara mikro ibu keluh harga pada naik ra sambung geblek ibarat potong rumput mesti pakai cengkrong ini malah pakai gunting kuku,1
netral,prabowo strategi ekonomi indonesia sudah lama salah arah,1
negatif,yang buat ekonomi maju itu bangun industri game bukan bangun esport ampun sudah pak jokowi yang buka lapang kerja banyak itu jadi atlet bulutangkis atau bikin pabrik alat olahraga,0
negatif,tanya memang lebay sok milenial tapi sayang goblok harus ban itu atau jelas dengan bukti yang ada kalau game online tidak pengaruh pada ekonomi indonesia cara umum,0
negatif,gaji tidak di ambil sudah kayak lah kenapa kemarin minta sumbang untuk dana kampanye,0
positif,terima kasih bapak prabowo subianto dan bang sandiaga uno salahuddin unogaji bapak tidak akan ambil dan untuk penting masyarakat indonesia terima kasih dan terima kasih rakyat indonesia nanti bapak bagai presiden indonesia yang adil makmur dari sabang sampai merauke,2
positif,aku yang jujur bahwa sembako mahal sehingga perlu kartu karena minta hadap kartu tingkat maka sesuai hukum supply dan demand harga kartu pun akan naik dan perlu cipta kartu baru begitu terus,2
netral,kalau ada kasus dari anak di ibu kota tidak sarap probabilitas kelg nya tidak tradisi sarap kelg kurang mampu dan itu jadi tggjwb gubernur daerah khusus ibukota soal ekonomi bangsa lain,1
positif,lah jawab dong kan ada tanya itu di atas ada data coba jelas pakai analisis ilmu ekonomi begitu maaf ya debat jokowi adalah selalu ada data bisa beda makan hoaks sama based on data jangan di kamu data itu hoaks dan hoaks itu data haha tarik,2
positif,bu regina kudhu pilih jokowi nih sudah dibantuin jelas soal makroekonomi,2
netral,ardy jawab nyata yang lontar calon presiden saat debat soal kondisi ekonomi indonesia yang nila salah bowo aku tidak salah jokowiini rupa salah semua pihak masuk salah presiden belum jokowi,1
positif,suka amat bang sandi bodoh orang tidak usah minta simpati bukti dengan kerja nyata saja makanya pak jokowi favorit tidak ada arti tidak ambil gaji dengan potensi bocor di tangan anda,2
negatif,gaji pres hanya cukup untuk beli tusuk gigi buat prabowo,0
negatif,pak autokritik bapak saja lama jadi menteri ekonomi kira cuma susilo bambang yudhoyono yang jadi presiden,0
netral,info nih play station bilang debat ada ekonomi indonesia saat ini bukan salah tetapi salah pimpin dahulu jadi untuk gemar jangan salah jokowi lagi ya,1
positif,harap karyawan tiru seperti prabowo dan sandi untuk tidak ambil gaji peser,2
negatif,sindir prabowo kepada tahan yang tidak bisa baik ekonomi negeri ini,0
netral,kata prabowo salah arah ekonomi yang akibat jadi deindustrialisasi adalah salah semua pihak masuk presidenpresiden belum jokowi lah ekonomi indonesia masa pak jokowi baikbaik saja itu malah ngehoaks dengan salah presiden dahulu,1
netral,pilih jadi presidenwapres prabowosandi janji akan ikan gaji bagi kaum miskin yatim dhuafa pictwittercomgpnykan,1
negatif,info nih ketika pasang calon bahas ekonomi makro cara global pasang calon jawab seperti anak bayi yang enggak erti apa hanya bisa lihat ini itu tetapi masih ajar untuk paham suatu nyata,0
negatif,yang kami butuh adalah harga sembako yang terjangkaubukam game mobile legend yang buat anak kami malas beljar,0
negatif,tanda tolol orang jokowi makin tampak wkwk lagi debat serius soal urus ekonomi rakyat di suatu bangsa malah pakai main bawa game bocah segala wkwk tolol dipeliara terus jadi makin dungu plonga plongo bikin malu bangsa,0
netral,tutup sandi tak ambil gaji prabowo sindir freeport,1
netral,tolong yang bilang jokowi tidak erti ekonomi tonton dulu video ini dan kalau kalian benar erti ekonomi bantah itu sih ahli ekonom,1
netral,jokowi tanya esport mobile legends ke prabowosandi malah jawab turun harga rakyat susah tribun timur,1
positif,gaji adalah hak bapak ambil saja kenapa tidak mau ambil itu adalah hak bapak prabowo dan pak sandiaga ambil saja ya pakami ikhlas sekali lagi karena gaji itu hak bapa,2
netral,jokowi bangun bendung ctk sawah tali air untuk tingkat produk beras bukan gagah begini cara kerja harus tahap saya akan bangun ekonomi segera nikmat rakyat enak saja surat pemberitahuan tahun balik tekapak tangan memang punya lampu aladin,1
netral,debat akhir calon presiden sandiaga sebut referendum ekonomi jokowi tidak mungkin langsung balik tangan pictwittercomoovzwegn,1
positif,gaji prabowosandi bakal buat kaum yatim dhuafa sudah mantups gue tempat mungut suara di,2
netral,calon presiden dan calon wakil presiden nomor urut kritik kena bijak makro ekonomi yang terap perintah indonesia kritik itu justru tuju pada perintah belum ri id ri amin pictwittercomvhhnntgf,1
